gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
0,0,1,0,2,1,1,2,0,0,1,1,1,1,0,1,0,104.4,242.8
1,1,0,0,3,1,1,2,0,1,0,0,0,0,0,1,0,81.35,233.7
1,0,0,0,35,1,1,0,0,0,0,0,0,0,0,1,0,25.6,901.25
1,1,0,0,50,1,1,2,0,0,0,0,1,1,0,1,0,95.7,4816.7
0,0,0,0,66,1,1,2,1,1,1,1,0,1,0,1,2,103.1,6595.0
1,0,1,1,4,1,1,0,0,0,0,0,0,0,1,0,3,24.1,73.1
0,0,1,0,71,1,1,1,1,1,1,1,1,1,2,0,3,85.75,6223.8
0,0,0,0,8,1,0,0,0,0,0,0,0,0,2,0,1,20.25,174.65
1,0,1,1,69,1,0,1,1,1,0,1,1,1,2,0,2,80.65,5542.55
0,1,0,0,25,1,1,2,0,1,0,0,0,1,0,1,0,89.7,2187.55
1,0,0,0,20,1,1,1,1,0,0,1,0,0,0,0,2,59.2,1191.2
1,0,1,0,55,1,1,2,0,0,1,1,1,1,1,1,0,104.15,5743.05
1,1,0,0,20,1,1,2,0,0,1,0,1,1,0,1,0,98.55,1842.8
1,0,1,0,42,1,1,1,1,0,0,1,1,1,1,0,3,80.45,3375.9
1,0,1,0,64,1,1,2,0,1,0,1,1,1,2,1,0,105.25,6823.4
0,0,1,1,42,1,0,2,0,0,0,0,1,0,0,1,3,77.95,3384.0
1,0,1,1,19,1,0,1,1,0,0,0,0,0,1,1,2,48.95,955.6
0,0,1,1,23,1,0,0,0,0,0,0,0,0,2,1,1,19.65,451.55
1,0,0,0,31,1,0,0,0,0,0,0,0,0,2,0,1,20.45,638.55
0,0,0,0,48,1,1,0,0,0,0,0,0,0,1,0,3,25.05,1171.5
1,0,1,1,70,1,1,2,1,1,0,0,1,1,0,1,0,106.05,7554.05
0,0,1,1,32,1,1,2,0,0,1,0,0,1,0,1,2,91.05,2954.5
0,0,1,1,10,1,0,0,0,0,0,0,0,0,2,0,1,20.15,220.8
1,0,1,0,57,1,0,1,1,1,0,1,0,0,2,1,0,59.75,3450.15
1,0,0,0,5,1,0,1,1,0,0,1,0,0,0,1,1,55.75,266.95
0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,1,51.55,106.2
1,1,0,0,65,1,1,2,1,0,1,1,1,1,2,1,0,109.05,7108.2
1,0,0,0,64,1,1,2,1,0,1,1,0,1,2,0,3,99.25,6549.45
1,0,0,1,48,1,1,1,1,1,1,0,0,0,1,1,2,64.4,3035.35
1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,69.6,69.6
0,0,0,0,4,0,2,1,1,1,0,0,0,0,0,1,0,33.65,137.85
1,0,0,0,45,1,0,1,1,0,1,0,1,1,0,1,0,75.95,3273.8
0,0,0,0,23,1,1,1,1,0,0,0,0,0,0,0,0,54.4,1249.25
1,0,0,0,7,1,1,2,0,0,0,0,1,1,0,0,1,95.0,655.5
0,0,1,1,30,1,1,0,0,0,0,0,0,0,2,1,1,25.1,789.55
1,1,1,1,72,1,1,2,1,1,1,1,1,1,2,1,3,115.75,8399.15
1,1,1,1,71,1,0,2,1,1,1,0,0,0,1,1,2,86.7,6179.35
1,0,1,1,32,1,0,2,1,1,0,0,0,1,1,1,0,90.8,3023.85
1,0,0,0,58,1,0,0,0,0,0,0,0,0,2,1,2,19.15,1035.5
1,0,0,0,4,1,0,1,0,0,0,0,1,0,0,1,0,56.4,234.85
0,0,0,0,70,0,2,1,1,0,1,1,1,1,2,1,2,58.35,4214.25
0,0,0,1,62,1,1,0,0,0,0,0,0,0,2,0,2,26.0,1638.7
1,0,0,0,30,1,1,2,1,1,1,1,0,0,0,1,3,95.0,2852.4
0,0,1,0,71,0,2,1,1,1,1,1,1,1,1,0,2,66.8,4689.15
1,0,0,0,16,1,0,0,0,0,0,0,0,0,2,0,3,18.95,326.8
0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,25.25,25.25
0,0,0,0,3,1,0,2,0,1,0,0,1,1,0,1,0,95.1,307.4
1,0,1,1,1,1,0,2,0,0,0,0,1,1,0,1,0,90.1,90.1
0,0,1,1,37,1,1,2,0,1,1,0,0,1,0,1,0,95.15,3532.85
1,0,1,0,17,1,1,2,1,1,1,0,0,0,0,0,3,90.2,1454.15
1,1,1,1,72,1,1,2,1,1,1,1,1,1,2,1,2,114.95,8196.4
0,0,0,0,30,1,1,1,1,0,1,0,1,1,1,1,3,79.3,2427.1
1,0,1,1,52,1,1,0,0,0,0,0,0,0,2,0,1,25.75,1345.85
1,0,1,1,31,1,1,1,1,1,0,1,0,1,1,1,2,75.25,2344.5
0,0,0,0,6,0,2,1,1,0,0,0,0,0,0,0,2,29.45,161.45
0,0,1,1,5,1,0,2,0,0,0,1,1,0,0,1,0,85.75,470.95
1,0,1,1,12,1,1,0,0,0,0,0,0,0,2,1,2,25.4,313.0
1,0,1,0,42,0,2,1,1,0,0,0,1,0,0,1,2,40.15,1626.05
1,1,0,0,18,1,1,2,0,0,0,0,1,1,0,1,0,95.45,1752.55
0,0,0,1,39,0,2,1,0,0,1,0,0,0,0,0,3,30.1,1131.3
1,0,1,1,49,1,1,2,0,0,0,0,1,0,0,0,0,84.5,4254.85
1,0,1,1,7,1,0,1,1,0,1,1,0,1,0,1,3,71.35,515.75
1,0,1,1,72,1,1,2,0,1,1,1,1,1,2,0,3,110.9,7922.75
0,0,1,0,3,1,1,2,0,0,0,0,0,0,0,1,3,74.75,229.5
0,0,0,0,56,1,0,0,0,0,0,0,0,0,2,1,2,19.55,1080.55
0,1,0,0,8,1,0,2,0,0,1,0,0,0,0,1,2,74.05,600.15
1,1,1,0,1,1,1,2,0,0,0,0,0,0,0,1,0,73.55,73.55
0,0,0,0,4,1,0,1,1,1,0,1,0,0,0,1,1,60.4,272.15
1,0,1,0,68,1,1,2,0,1,1,1,1,1,2,1,2,110.0,7611.85
1,0,1,1,71,1,1,2,1,1,1,1,1,1,2,1,2,114.0,8175.9
0,0,1,1,48,1,1,2,0,0,0,0,0,1,1,1,1,82.05,4029.95
1,0,1,1,14,1,0,1,1,1,0,0,1,0,0,1,0,65.45,937.6
0,0,1,0,13,1,1,2,0,1,1,0,1,0,0,0,0,94.1,1215.6
0,0,1,0,31,1,0,2,0,1,0,0,0,1,0,1,2,83.85,2674.15
0,1,1,0,32,1,1,2,0,0,1,0,0,0,0,0,1,79.3,2570.0
1,0,1,0,52,1,1,2,0,1,0,1,0,1,0,1,3,95.65,5088.4
1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,44.5,90.05
0,1,0,0,28,1,1,2,0,0,1,1,1,1,0,1,0,103.3,2890.65
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,20.05,20.05
0,0,0,0,51,1,1,2,0,1,1,1,1,1,1,1,0,111.5,5703.25
0,1,1,0,55,1,1,2,0,1,1,0,0,0,0,1,0,85.45,4874.7
0,0,0,0,59,1,1,2,1,1,1,0,0,1,0,1,2,99.45,5623.7
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,20.35,20.35
1,1,1,0,51,1,1,2,1,0,1,0,0,1,1,1,2,93.65,4839.15
0,0,0,0,34,1,0,1,1,1,0,0,0,1,1,0,0,64.35,2053.05
1,0,1,1,22,1,0,0,0,0,0,0,0,0,1,0,1,19.95,433.5
0,0,0,0,72,1,0,2,1,1,1,1,1,1,2,1,0,109.9,7624.2
1,0,1,1,47,1,0,2,1,0,1,0,0,1,0,0,0,90.05,4137.2
0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,1,3,75.1,270.7
1,0,1,0,71,1,1,1,0,1,1,1,1,1,2,0,3,84.2,5956.85
1,0,0,0,38,1,1,2,0,0,1,1,1,0,1,0,2,95.0,3605.6
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,20.4,266.6
0,0,1,1,56,1,1,0,0,0,0,0,0,0,2,1,3,24.95,1468.9
1,1,1,0,34,1,0,2,0,0,0,0,0,0,0,0,3,71.55,2427.35
1,1,1,0,71,0,2,1,0,1,1,0,1,1,0,1,2,52.3,3765.05
0,1,0,0,40,1,0,2,0,0,0,0,1,1,0,1,0,91.55,3673.6
0,0,0,1,1,1,0,2,0,0,0,0,1,1,0,1,0,89.35,89.35
1,0,0,0,34,1,1,2,0,1,0,1,1,1,0,1,0,105.35,3540.65
1,1,1,0,23,1,1,2,0,0,0,0,0,1,0,0,0,86.8,1975.85
0,0,0,0,8,1,1,2,0,0,0,0,0,0,0,1,0,75.25,576.7
1,0,1,1,39,1,0,2,0,1,0,0,1,0,0,1,1,86.3,3266.0
0,0,1,1,52,1,0,2,0,1,1,1,0,0,0,0,2,85.8,4433.3
1,0,1,0,72,1,1,1,1,0,1,1,1,1,2,0,3,86.65,6094.25
0,0,0,0,10,1,0,0,0,0,0,0,0,0,1,1,1,19.3,185.2
1,0,0,0,13,1,0,0,0,0,0,0,0,0,2,0,1,19.95,243.65
1,1,1,0,34,1,0,2,1,0,0,1,1,0,1,0,1,90.15,3128.8
0,1,1,0,36,1,1,2,0,1,0,0,1,0,0,1,3,91.95,3301.05
0,0,0,0,28,1,1,2,0,1,0,0,0,1,0,1,0,89.95,2625.55
1,0,0,0,57,1,0,0,0,0,0,0,0,0,2,0,3,18.8,1094.35
0,0,1,1,24,1,1,0,0,0,0,0,0,0,2,0,1,24.7,571.75
0,0,1,1,48,1,0,1,1,0,1,1,1,0,1,0,2,69.7,3023.65
0,0,1,1,13,1,0,0,0,0,0,0,0,0,2,1,2,19.75,246.7
0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,69.95,69.95
1,0,0,0,20,1,0,1,0,0,0,1,0,0,0,0,1,50.0,1003.05
0,0,0,0,6,1,0,2,0,0,1,1,1,1,0,1,1,99.95,547.65
1,0,1,0,66,1,1,2,0,1,1,0,1,1,0,1,3,105.0,7133.25
0,0,1,1,70,1,1,2,1,1,1,1,1,1,2,1,2,114.2,7723.9
1,0,1,1,55,1,0,0,0,0,0,0,0,0,2,0,1,20.5,1177.95
0,0,1,1,38,1,0,0,0,0,0,0,0,0,2,1,1,20.2,746.05
1,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,1,19.45,86.05
1,0,0,0,3,0,2,1,0,1,0,0,0,0,0,1,0,29.6,79.45
0,0,1,1,61,1,1,0,0,0,0,0,0,0,2,1,1,24.1,1551.6
0,0,0,0,20,1,0,0,0,0,0,0,0,0,2,0,1,19.7,406.95
1,0,1,1,62,1,1,0,0,0,0,0,0,0,1,0,2,24.8,1476.25
0,0,0,0,25,1,1,0,0,0,0,0,0,0,2,0,3,24.75,692.1
0,0,0,0,11,1,0,1,0,0,0,1,1,1,0,0,1,70.5,829.3
0,0,1,1,23,1,1,0,0,0,0,0,0,0,2,0,1,23.85,625.65
1,1,1,0,46,1,0,2,0,0,0,0,0,1,0,1,0,80.4,3605.2
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,44.55,44.55
0,1,0,0,20,1,1,2,0,1,1,0,0,1,0,1,0,94.1,1782.4
1,0,1,0,63,1,1,2,0,1,1,0,1,1,0,1,0,102.4,6444.05
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,21.1,21.1
1,1,1,0,62,1,1,2,0,1,0,0,0,1,0,1,2,89.8,5629.55
0,0,0,0,16,1,0,2,0,1,1,0,0,1,0,1,3,93.2,1573.7
1,0,1,1,35,1,1,0,0,0,0,0,0,0,2,0,2,25.45,809.25
0,0,0,0,2,1,0,2,0,0,0,0,1,0,0,1,0,80.65,144.15
0,0,1,0,27,1,0,2,1,0,0,1,1,1,1,1,3,101.9,2681.15
0,0,0,0,42,1,0,1,1,1,1,1,0,1,1,0,3,73.9,3160.55
0,0,0,0,42,1,0,0,0,0,0,0,0,0,1,1,1,20.65,958.1
1,1,0,0,5,1,0,2,0,0,0,0,1,1,0,1,0,91.4,449.75
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,20.3,20.3
0,0,0,0,5,1,0,2,0,0,0,1,0,0,0,1,1,75.65,399.45
0,0,0,0,39,1,0,1,0,1,0,0,1,0,1,1,3,58.6,2224.5
1,1,0,0,5,1,0,2,0,0,0,0,0,0,0,1,1,71.45,371.6
0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,69.6,131.65
0,0,0,0,2,1,1,2,0,0,1,0,1,0,0,1,0,91.4,193.6
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,43.95,43.95
1,0,1,0,71,1,1,2,0,1,1,0,1,1,1,1,2,105.7,7472.15
1,0,1,0,49,1,0,2,0,1,0,0,1,0,0,1,3,85.3,4297.95
1,1,1,0,71,1,1,0,0,0,0,0,0,0,2,0,3,25.45,1789.65
0,0,1,1,67,1,1,2,1,0,1,1,1,1,1,1,0,109.4,7281.6
0,0,1,0,72,0,2,1,1,1,1,1,1,1,2,0,2,65.5,4919.7
1,1,0,0,1,1,1,2,0,0,1,0,1,0,0,1,0,88.8,88.8
1,0,0,0,5,1,1,2,0,1,1,0,1,1,0,0,0,105.3,550.6
1,0,1,0,40,1,0,2,0,1,1,0,0,0,1,0,0,80.8,3132.75
1,1,0,0,25,1,1,2,0,1,1,0,1,1,0,0,1,105.95,2655.25
0,1,1,0,11,1,0,2,0,0,0,1,1,0,0,1,0,82.9,880.05
0,1,1,0,70,1,1,2,0,0,0,0,0,0,2,1,3,75.65,5411.4
1,0,1,1,8,1,0,0,0,0,0,0,0,0,2,0,3,19.6,125.0
0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,1,19.6,299.4
1,0,1,1,49,0,2,1,0,1,0,0,1,1,1,1,2,51.8,2541.25
1,0,0,0,11,1,0,1,0,0,1,0,1,1,0,1,0,69.35,712.25
0,0,1,0,15,1,0,2,1,0,1,0,1,1,0,0,0,101.75,1669.4
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,19.25,19.25
0,0,1,1,58,1,1,0,0,0,0,0,0,0,2,0,3,25.15,1509.9
1,0,1,1,2,1,0,2,0,0,0,0,1,1,0,1,2,89.55,185.55
0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,20.35,77.5
0,0,1,1,38,1,0,0,0,0,0,0,0,0,0,0,1,20.45,781.25
1,0,1,1,18,1,0,2,0,0,0,1,0,1,0,1,0,85.6,1601.5
0,0,1,1,3,1,0,0,0,0,0,0,0,0,2,0,1,19.1,52.0
1,0,1,1,2,1,0,1,1,1,0,1,0,0,2,0,1,59.5,130.5
0,0,0,0,1,1,1,2,0,0,0,0,1,1,0,1,0,93.85,93.85
1,0,0,0,15,1,1,1,0,1,0,1,0,0,0,1,3,58.6,939.7
0,0,1,0,4,0,2,1,0,0,0,0,0,0,0,1,0,25.15,99.95
1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,74.0,74.0
0,0,0,0,10,1,1,2,1,0,0,0,1,1,0,1,0,98.7,973.25
0,1,0,0,15,1,1,2,0,0,0,0,0,0,0,1,1,74.45,1145.7
0,0,0,0,66,0,2,1,1,1,1,1,0,0,2,1,1,47.4,3177.25
1,1,1,0,52,1,1,2,0,1,1,0,1,1,1,1,2,105.1,5376.4
1,0,1,0,68,1,0,1,1,1,1,0,0,1,2,0,2,70.95,4741.45
1,1,1,1,41,1,1,2,0,1,1,1,1,1,1,1,0,111.95,4534.9
1,0,0,1,16,1,1,1,1,1,0,0,0,1,0,1,0,69.1,1083.7
0,0,1,1,28,1,1,2,0,0,0,1,0,1,1,1,0,90.45,2509.25
1,0,0,0,7,1,0,2,0,1,0,0,1,1,0,1,0,94.25,669.0
1,1,0,0,55,1,1,2,1,0,0,0,1,1,0,1,0,98.8,5617.75
0,0,0,0,67,1,0,1,1,1,0,1,0,0,1,0,3,60.5,3870.0
0,0,0,0,41,1,1,1,0,1,0,0,0,0,1,1,3,56.3,2364.0
0,0,0,0,45,1,1,2,1,1,1,1,1,1,0,1,0,115.65,5125.5
1,1,0,0,23,1,1,2,0,1,1,0,1,1,0,1,0,106.4,2483.5
1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,1,1,74.3,74.3
1,0,1,0,42,1,0,0,0,0,0,0,0,0,2,0,0,20.25,835.5
1,0,1,1,17,1,1,2,0,0,0,0,1,1,0,1,0,92.55,1515.1
0,0,0,0,4,1,1,2,0,1,0,0,0,1,0,1,0,88.95,355.2
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,20.9,20.9
0,1,1,0,22,1,1,0,0,0,0,0,0,0,1,0,2,25.6,548.8
0,0,0,0,39,0,2,1,0,1,1,1,0,0,0,0,2,41.1,1597.05
0,0,1,0,56,1,0,2,0,0,1,1,1,1,0,1,0,98.7,5669.5
1,0,1,0,42,1,1,2,0,1,1,1,0,1,0,1,0,99.45,4138.05
0,0,1,1,16,1,1,2,0,1,0,0,0,0,0,1,3,79.95,1267.95
0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,69.25,69.25
0,0,1,1,58,1,1,1,0,1,0,0,1,0,0,1,2,66.8,3970.4
0,0,0,0,28,1,0,1,0,1,0,1,0,0,0,0,2,54.65,1517.5
0,0,1,1,69,0,2,1,0,1,1,0,1,1,2,1,3,54.95,3772.5
0,0,0,0,13,0,2,1,0,1,0,0,0,0,0,1,0,31.05,347.25
1,0,1,1,1,1,0,2,0,0,0,0,1,1,0,0,1,89.15,89.15
0,0,1,1,61,1,0,1,0,0,1,1,1,1,2,1,2,73.8,4616.05
1,0,1,1,72,1,1,1,1,1,1,1,0,0,2,0,3,72.1,5016.65
1,0,1,0,3,1,0,1,0,0,1,1,0,0,0,1,1,55.8,154.55
0,0,0,0,6,1,0,2,0,0,0,0,1,1,0,0,0,89.3,577.6
1,0,0,1,23,1,0,0,0,0,0,0,0,0,1,0,1,19.8,465.45
1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,3,20.45,162.3
1,1,1,1,38,1,1,2,0,1,0,0,1,1,0,0,0,101.15,3741.85
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,45.85,105.6
0,0,0,0,8,1,1,2,0,0,0,0,1,1,0,0,2,95.65,778.1
0,0,1,0,34,1,1,2,0,0,1,0,1,1,0,1,0,100.45,3414.65
1,0,1,0,34,1,1,2,0,1,0,0,0,1,0,0,1,88.85,3000.25
0,0,0,0,60,1,0,2,1,0,1,1,1,1,0,1,2,104.95,6236.75
1,0,0,1,66,1,0,1,0,1,1,1,1,1,2,1,3,79.5,5196.1
0,1,0,0,15,1,1,2,0,1,0,0,1,0,0,0,3,89.0,1288.3
0,0,0,0,13,1,0,2,0,0,0,0,0,0,0,1,1,70.15,886.7
1,0,0,0,7,0,2,1,0,0,0,0,0,0,1,1,3,24.35,150.85
1,0,1,0,67,1,0,2,1,1,1,1,1,1,2,1,0,111.05,7321.05
1,0,1,1,52,1,1,0,0,0,0,0,0,0,2,0,1,24.55,1331.05
1,0,0,0,65,1,1,0,0,0,0,0,0,0,2,1,2,25.1,1725.0
1,0,1,1,66,0,2,1,0,1,1,0,1,1,2,1,3,56.75,3708.4
1,0,0,0,57,1,1,2,0,0,0,1,1,0,2,1,3,90.45,5229.8
0,1,1,0,26,1,1,2,0,0,1,0,1,1,0,1,2,98.1,2510.7
0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,1,0,74.9,74.9
0,0,0,1,2,1,0,1,1,0,0,0,0,1,0,1,3,61.2,125.95
0,1,0,0,27,1,1,2,1,1,1,0,1,1,1,1,2,110.5,2857.6
1,0,0,0,22,1,0,2,0,0,0,0,0,0,0,1,1,69.7,1490.4
1,0,1,1,9,1,1,2,0,0,1,0,0,0,0,1,2,79.35,661.25
0,0,1,0,42,1,1,1,0,0,0,0,0,0,0,1,0,50.25,2203.65
1,0,1,1,32,0,2,1,0,0,1,0,1,1,0,0,3,50.6,1653.45
0,0,1,1,19,1,0,0,0,0,0,0,0,0,0,0,1,20.2,382.2
0,0,0,0,16,1,1,1,0,0,1,0,0,1,0,1,3,65.2,1043.35
0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,1,0,24.45,86.6
0,0,0,0,17,1,0,0,0,0,0,0,0,0,1,0,2,19.9,323.15
0,0,1,0,55,1,1,2,0,0,1,0,0,0,0,1,0,77.75,4458.15
1,0,0,0,38,1,1,2,1,1,0,0,1,1,1,1,0,104.85,3887.25
0,1,0,0,2,1,1,2,0,0,1,0,0,1,0,1,0,88.55,179.25
0,0,1,0,27,1,1,2,0,0,0,0,1,1,0,0,3,95.0,2462.55
1,0,1,0,50,1,0,0,0,0,0,0,0,0,2,0,1,20.55,1067.65
1,0,1,1,59,1,1,2,1,1,0,1,1,1,2,1,1,111.1,6555.2
0,0,1,1,52,1,1,2,0,1,1,0,1,0,1,1,3,95.7,4976.15
1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,3,19.85,19.85
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,19.45,19.45
1,0,0,0,29,0,2,1,0,0,0,0,0,0,1,1,1,24.85,788.05
1,0,0,0,26,1,1,2,0,0,0,0,0,1,0,1,0,83.95,2254.2
1,0,0,0,63,1,1,2,0,1,0,0,0,1,1,0,3,90.45,5825.5
0,0,0,0,44,1,0,2,0,1,1,0,1,0,0,1,3,88.15,3973.2
0,0,0,0,10,1,1,2,0,0,1,0,1,1,0,1,0,100.6,1060.2
0,0,1,1,23,1,0,0,0,0,0,0,0,0,1,0,1,20.05,415.1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,46.2,46.2
1,0,0,1,54,1,0,1,0,1,1,1,0,0,1,1,0,61.0,3283.05
1,0,0,0,16,1,1,2,0,1,0,0,0,0,0,1,1,80.55,1248.9
1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,50.9,50.9
1,0,1,1,15,1,0,1,0,1,1,1,0,1,0,1,1,69.5,1071.4
0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,49.55,49.55
1,0,1,1,53,1,1,2,0,1,1,0,1,1,1,1,0,105.25,5576.3
0,0,0,0,18,1,1,1,1,0,1,0,0,0,0,1,1,60.6,1156.35
1,0,1,0,51,1,0,1,1,1,1,1,1,1,2,1,3,83.25,4089.45
1,0,0,1,15,1,1,2,0,1,0,0,1,0,0,1,0,91.0,1430.05
1,0,1,0,24,1,1,1,1,0,0,1,0,0,1,1,0,58.35,1346.9
0,0,1,1,71,1,1,2,1,1,1,0,1,0,2,0,2,100.5,7030.65
0,1,1,0,27,1,1,2,1,0,0,1,1,1,0,1,2,104.3,2867.75
1,0,1,0,22,1,0,1,1,0,0,1,0,0,0,1,0,54.2,1152.7
0,1,0,0,17,1,1,2,0,0,1,0,0,0,0,1,3,82.65,1470.05
0,0,1,1,35,0,2,1,0,0,0,1,1,0,1,0,1,40.9,1383.6
0,0,0,0,29,1,0,2,0,0,0,0,1,0,0,1,0,78.9,2384.15
1,0,0,0,26,1,0,0,0,0,0,0,0,0,0,1,0,20.3,511.25
0,0,1,1,32,1,0,1,1,1,1,1,0,1,0,0,2,76.3,2404.15
1,0,1,1,22,1,0,1,0,0,0,1,0,0,0,1,0,51.1,1232.9
1,0,0,1,4,1,1,2,0,1,0,0,1,1,0,1,0,101.7,364.55
0,0,0,0,6,1,0,2,0,0,0,0,1,1,0,1,0,89.5,573.3
0,0,0,0,31,1,0,0,0,0,0,0,0,0,2,0,3,20.9,689.35
1,0,1,0,64,1,1,2,1,1,1,0,0,0,1,0,2,89.45,5692.65
1,0,0,0,1,1,0,2,0,1,0,0,0,0,0,1,0,74.35,74.35
1,0,1,1,61,0,2,1,1,0,1,0,0,0,0,0,2,33.6,2117.2
0,0,0,0,6,0,2,1,0,0,0,1,1,1,1,1,1,49.25,255.6
1,0,1,1,50,1,0,2,0,1,1,1,1,1,1,1,2,103.4,5236.4
0,0,0,0,9,1,0,1,0,0,0,1,1,0,0,1,2,59.5,530.05
1,0,0,0,11,1,0,0,0,0,0,0,0,0,2,0,3,19.55,223.15
1,1,1,0,27,0,2,1,0,0,0,0,0,1,0,0,2,36.5,1032.0
1,0,0,0,43,1,0,1,0,1,0,0,0,1,2,1,0,60.0,2548.55
1,0,1,1,47,1,1,2,0,1,0,0,1,0,0,0,0,87.2,4017.45
1,0,1,1,3,1,0,1,0,0,1,0,0,0,0,1,0,50.15,168.15
0,0,0,0,65,1,1,2,0,1,0,1,1,1,1,1,2,105.05,6744.25
1,0,0,0,19,0,2,1,0,0,0,0,0,0,0,1,2,25.15,468.35
0,0,0,1,43,1,1,0,0,0,0,0,0,0,2,1,0,25.1,1070.15
0,1,0,0,66,1,1,2,0,1,1,0,1,1,1,0,2,108.1,7238.6
0,0,0,0,60,1,1,1,0,0,1,1,1,1,1,0,3,80.55,4847.05
0,1,0,0,8,1,1,2,0,0,1,0,1,1,0,0,0,101.35,780.5
1,0,0,0,55,1,0,2,1,1,0,0,1,1,1,1,1,100.9,5552.05
1,1,1,0,35,1,1,2,1,1,0,0,0,1,0,1,0,94.55,3365.4
0,1,1,1,40,1,1,2,0,0,0,0,1,1,0,1,3,94.55,3640.45
0,0,1,0,3,1,1,2,0,0,0,0,0,0,0,1,3,75.15,216.75
1,0,1,1,70,1,1,2,0,1,0,0,1,1,2,0,2,98.3,6859.5
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20.65,20.65
1,0,0,0,13,1,0,2,0,0,0,0,1,1,0,1,0,91.1,1135.7
1,0,0,1,45,1,1,2,0,0,1,0,1,1,2,0,2,99.7,4634.35
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,19.85,63.75
1,0,0,0,68,1,1,1,1,1,1,0,0,1,1,1,3,76.9,5023.0
1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,45.9,199.75
0,1,1,0,50,1,1,2,0,0,0,1,1,1,1,1,0,100.65,5189.75
0,0,1,0,10,1,1,2,1,0,0,0,0,0,0,1,3,78.15,765.15
0,0,0,0,7,1,1,2,0,0,0,0,0,0,0,1,0,75.35,564.65
1,0,0,0,52,1,1,2,1,0,1,1,1,1,2,1,0,109.3,5731.4
1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,19.25,86.05
1,0,1,0,2,1,0,2,0,0,0,1,1,1,0,1,0,94.2,167.5
1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,54.35,54.35
0,0,0,0,31,0,2,1,1,1,0,1,0,1,2,1,2,49.85,1520.1
0,1,1,0,18,1,1,2,0,0,0,1,1,1,0,0,2,99.75,1836.25
0,0,1,0,34,1,0,1,0,0,0,1,0,0,0,0,2,50.2,1815.3
1,0,1,0,66,0,2,1,1,1,1,1,1,0,2,1,2,56.6,3789.2
0,0,1,0,20,1,0,2,0,0,1,1,0,0,0,1,1,81.0,1683.7
1,1,1,0,1,1,1,2,0,0,0,0,1,0,0,1,0,86.05,86.05
0,0,1,0,8,1,0,2,0,1,1,0,1,1,0,0,0,101.15,842.9
1,0,1,1,30,1,1,2,0,0,0,0,1,0,0,0,0,85.45,2509.95
1,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,49.95,107.1
0,0,0,0,10,0,2,1,1,1,1,0,0,0,0,0,2,40.7,449.3
0,1,0,0,8,1,1,2,0,1,1,0,1,1,0,1,0,105.5,829.55
1,0,1,1,67,1,0,0,0,0,0,0,0,0,2,1,1,20.8,1411.9
0,1,1,0,72,1,1,2,1,0,1,1,1,1,2,1,1,109.75,8075.35
0,1,0,0,66,1,1,1,1,1,0,1,0,0,1,1,3,63.85,4174.35
1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,61.15,61.15
